2001-01-01 00:00:00,7890000.0,2120000.0,3571700.0,7118438.3562,2.6,680000.0,806469.863,1453907.5448,2456136.2948,1745865.7534,116.3111,159.6
2001-01-02 00:00:00,7890000.0,2120000.0,3571700.0,7118438.3562,2.6,680000.0,806469.863,1453907.5448,2456136.2948,1745865.7534,116.3111,159.6
2001-01-03 00:00:00,7890000.0,2120000.0,3571700.0,7118438.3562,2.6,680000.0,806469.863,1453907.5448,2456136.2948,1745865.7534,116.3111,159.6
2001-01-04 00:00:00,7890000.0,2120000.0,3571700.0,7118438.3562,2.6,680000.0,806469.863,1453907.5448,2456136.2948,1745865.7534,116.3111,159.6
2001-01-05 00:00:00,7890000.0,2120000.0,3571700.0,7118438.3562,2.6,680000.0,806469.863,1453907.5448,2456136.2948,1745865.7534,116.3111,159.6
2001-01-06 00:00:00,7890000.0,2120000.0,3571700.0,7118438.3562,2.6,680000.0,806469.863,1453907.5448,2456136.2948,1745865.7534,116.3111,159.6
2001-01-07 00:00:00,7890000.0,2120000.0,3571700.0,7118438.3562,2.6,680000.0,806469.863,1453907.5448,2456136.2948,1745865.7534,116.3111,159.6
2001-01-08 00:00:00,7890000.0,2120000.0,3571700.0,7118438.3562,2.6,680000.0,806469.863,1453907.5448,2456136.2948,1745865.7534,116.3111,159.6
2001-01-09 00:00:00,7890000.0,2120000.0,3571700.0,7118438.3562,2.6,680000.0,806469.863,1453907.5448,2456136.2948,1745865.7534,116.3111,159.6
2001-01-10 00:00:00,7890000.0,2120000.0,3571700.0,7118438.3562,2.6,680000.0,806469.863,1453907.5448,2456136.2948,1745865.7534,116.3111,159.6
2001-01-11 00:00:00,7890000.0,2120000.0,3571700.0,7118438.3562,2.6,680000.0,806469.863,1453907.5448,2456136.2948,1745865.7534,116.3111,159.6
2001-01-12 00:00:00,7890000.0,2120000.0,3571700.0,7118438.3562,2.6,680000.0,806469.863,1453907.5448,2456136.2948,1745865.7534,116.3111,159.6
2001-01-13 00:00:00,7890000.0,2120000.0,3571700.0,7118438.3562,2.6,680000.0,806469.863,1453907.5448,2456136.2948,1745865.7534,116.3111,159.6
